Mtr_Version,Start_Time,Status,Host,Hop,Ip,Loss%,Snt, ,Last,Avg,Best,Wrst,StDev,
MTR.0.93,1642442537,OK,192.168.1.20,1,192.168.1.20,0.00,30,0,1.69,1.59,0.83,3.43,0.52
